pathway	pval	padj	log2err	ES	NES	size
PID_WNT_NONCANONICAL_PATHWAY	7.8540573916389e-05	0.0111527614961272	0.538434096309916	-0.739209082847857	-2.34348936554137	10
PID_DELTA_NP63_PATHWAY	0.00410315227784018	0.194215874484435	0.407017918923954	0.572163482089063	1.92970835841807	12
PID_IL6_7_PATHWAY	0.00307109858607994	0.194215874484435	0.431707695803346	-0.499631090609913	-1.94705701810397	18
PID_CD8_TCR_PATHWAY	0.00558527111809444	0.198277124692353	0.407017918923954	-0.497786331098939	-1.89028667584265	17
PID_BCR_5PATHWAY	0.0117418335336302	0.241906656119326	0.380730400722792	-0.369663297817832	-1.72948728871273	33
PID_NFAT_TFPATHWAY	0.0119249760058823	0.241906656119326	0.380730400722792	-0.569174194822485	-1.80443355426356	10
PID_TELOMERASE_PATHWAY	0.0112369966209275	0.241906656119326	0.380730400722792	-0.370639207751571	-1.71215861055426	30
PID_RAC1_REG_PATHWAY	0.0160517778300363	0.284919056483145	0.352487857583619	-0.466640805920007	-1.69324161441614	15
PID_PI3KCI_PATHWAY	0.021956586667704	0.341195632487123	0.352487857583619	-0.457099797597925	-1.7039988537481	16
PID_TCPTP_PATHWAY	0.0240278614427551	0.341195632487123	0.352487857583619	-0.415912792885483	-1.62080770697906	18
PID_CD40_PATHWAY	0.0348854883174432	0.416759122091221	0.321775918075361	-0.459929819715898	-1.63990135584143	14
PID_TAP63_PATHWAY	0.0352190807401032	0.416759122091221	0.321775918075361	0.434716817474406	1.64097175997564	16
PID_CXCR3_PATHWAY	0.053639846743295	0.50779054916986	0.271288554688953	0.419522758178472	1.55162188172946	15
PID_NFKAPPAB_CANONICAL_PATHWAY	0.0513347022587269	0.50779054916986	0.287857117255149	-0.456489558648945	-1.6276349435622	14
PID_TCR_PATHWAY	0.0526315789473684	0.50779054916986	0.282013350011725	-0.385988466131052	-1.55015348322017	20
PID_AP1_PATHWAY	0.0728744939271255	0.574898785425101	0.237793834423688	-0.407883344497496	-1.52052736653811	16
PID_EPO_PATHWAY	0.0723140495867769	0.574898785425101	0.241339976815091	-0.468109856940815	-1.52457205967239	11
PID_MAPK_TRK_PATHWAY	0.0675675675675676	0.574898785425101	0.241339976815091	0.471773605163714	1.52989767875254	11
PID_EPHB_FWD_PATHWAY	0.0826771653543307	0.587007874015748	0.219250346703755	0.383020142632315	1.47545853595317	17
PID_FOXO_PATHWAY	0.0803212851405622	0.587007874015748	0.224966093540314	-0.360349833137797	-1.45591778717598	21
PID_ARF6_TRAFFICKING_PATHWAY	0.101010101010101	0.597643097643098	0.199915231309662	-0.368253083530473	-1.43507832919517	18
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.088659793814433	0.597643097643098	0.216542836735348	-0.434583173228284	-1.51610042874307	13
PID_NECTIN_PATHWAY	0.0958333333333333	0.597643097643098	0.208955027549354	-0.404073501825019	-1.46621139834536	15
PID_UPA_UPAR_PATHWAY	0.0971074380165289	0.597643097643098	0.206587922696891	-0.444944204035607	-1.44912458374408	11
PID_TNF_PATHWAY	0.11336032388664	0.643886639676113	0.188204146308491	-0.344149201631601	-1.38212441683565	20
PID_AURORA_A_PATHWAY	0.123046875	0.647135416666667	0.176694268938498	0.43506708687113	1.35230841529865	10
PID_SYNDECAN_4_PATHWAY	0.120408163265306	0.647135416666667	0.183023938384487	-0.441126435181969	-1.3984881053212	10
PID_INTEGRIN3_PATHWAY	0.132505175983437	0.648818447918898	0.175204047558551	-0.400639116811206	-1.35801066938673	12
PID_LYSOPHOSPHOLIPID_PATHWAY	0.129343629343629	0.648818447918898	0.170932335370056	-0.306345088675389	-1.34567484157552	27
PID_PS1_PATHWAY	0.139583333333333	0.660694444444444	0.170932335370056	-0.385145506317964	-1.39752972871118	15
PID_FAS_PATHWAY	0.146694214876033	0.671954145561184	0.165656695205483	-0.411859518418748	-1.34137212660903	11
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	0.173228346456693	0.708605404257578	0.147331213699377	0.33423021854973	1.28751147535886	17
PID_EPHRINB_REV_PATHWAY	0.171487603305785	0.708605404257578	0.152144922367565	-0.404758267988428	-1.31824429062293	11
PID_FAK_PATHWAY	0.192066805845511	0.708605404257578	0.143758989039275	0.266287049132181	1.2484183382615	33
PID_HDAC_CLASSII_PATHWAY	0.188976377952756	0.708605404257578	0.140406238523342	0.312918364888426	1.26922023862773	20
PID_INTEGRIN_A4B1_PATHWAY	0.194616977225673	0.708605404257578	0.142056643575821	-0.376090094349752	-1.2747990382035	12
PID_RHOA_PATHWAY	0.177865612648221	0.708605404257578	0.14551614609036	-0.303717693402252	-1.26449977148316	23
PID_RXR_VDR_PATHWAY	0.191752577319588	0.708605404257578	0.142901149386948	-0.368938302542084	-1.28708968299141	13
PID_TGFBR_PATHWAY	0.189243027888446	0.708605404257578	0.141225119642531	-0.297000183446582	-1.24545831341711	24
PID_HDAC_CLASSI_PATHWAY	0.206500956022945	0.733078393881453	0.131457611642763	-0.260890758706386	-1.22058980047207	33
PID_P75_NTR_PATHWAY	0.217726396917148	0.754076789322807	0.128142916898415	-0.286487856987767	-1.21982252650854	25
PID_AVB3_OPN_PATHWAY	0.230142566191446	0.755381443298969	0.128142916898415	-0.307751656297853	-1.21374755966008	19
PID_BETA_CATENIN_NUC_PATHWAY	0.25626204238921	0.755381443298969	0.116739204791222	-0.27571982486066	-1.17397385322472	25
PID_FGF_PATHWAY	0.246062992125984	0.755381443298969	0.120985142145252	0.32029504731365	1.20905174673327	16
