pathway	pval	padj	log2err	ES	NES	size
PID_TCR_PATHWAY	0.000502907620222896	0.076944865894103	0.477270815362862	-0.424902819749914	-2.11251182048024	41
PID_PDGFRB_PATHWAY	0.00216311183217206	0.165478055161162	0.431707695803346	-0.31994652053988	-1.77568732375718	66
PID_CD8_TCR_PATHWAY	0.00790589870313529	0.302400625394925	0.380730400722792	-0.392177893941134	-1.81039161212683	33
PID_P53_DOWNSTREAM_PATHWAY	0.00789283287540513	0.302400625394925	0.380730400722792	0.348840371908	1.74074212282858	52
PID_GLYPICAN_1PATHWAY	0.0125096212248278	0.34272277650593	0.380730400722792	-0.552730052276197	-1.77995003322556	11
PID_IGF1_PATHWAY	0.0177081011949062	0.34272277650593	0.352487857583619	-0.434699281695457	-1.63875836996971	18
PID_PI3KCI_AKT_PATHWAY	0.0179201451767807	0.34272277650593	0.352487857583619	-0.426120539181843	-1.6961136450231	20
PID_TGFBR_PATHWAY	0.016794509321472	0.34272277650593	0.352487857583619	-0.368334071347348	-1.69940178212212	32
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.0264754227761678	0.450082187194853	0.352487857583619	0.527395395659554	1.74238118882437	13
PID_E2F_PATHWAY	0.0294745683884428	0.450960896343175	0.352487857583619	0.37843629260061	1.64440079301815	31
PID_MAPK_TRK_PATHWAY	0.0348403890271301	0.484598138286445	0.321775918075361	-0.495547764368911	-1.59580658952942	11
PID_ATM_PATHWAY	0.0448028673835125	0.498011119548898	0.287857117255149	0.402833600277524	1.57296367710155	21
PID_ERBB1_DOWNSTREAM_PATHWAY	0.0409713730239969	0.498011119548898	0.321775918075361	-0.279875437571238	-1.46286193349085	52
PID_WNT_NONCANONICAL_PATHWAY	0.0455696449260429	0.498011119548898	0.321775918075361	-0.406600383433229	-1.53282926759219	18
PID_HEDGEHOG_GLI_PATHWAY	0.0703296703296703	0.578231292517007	0.252961123069611	-0.38073443343782	-1.51546055236837	20
PID_MTOR_4PATHWAY	0.0730088495575221	0.578231292517007	0.248911114434702	-0.319905363125297	-1.44742891601899	30
PID_P38_ALPHA_BETA_PATHWAY	0.0760869565217391	0.578231292517007	0.241339976815091	-0.404294465242033	-1.44495415881796	15
PID_P38_MKK3_6PATHWAY	0.0620848284149188	0.578231292517007	0.321775918075361	-0.416124675248044	-1.53896650658147	17
PID_PLK1_PATHWAY	0.0585009140767824	0.578231292517007	0.252961123069611	0.40087618939788	1.53410890904279	20
PID_RAC1_PATHWAY	0.0682819383259912	0.578231292517007	0.257206466468838	-0.349677255850062	-1.50782154334525	26
PID_REG_GR_PATHWAY	0.0793650793650794	0.578231292517007	0.241339976815091	-0.315422409228105	-1.45528053487619	32
PID_BCR_5PATHWAY	0.091324200913242	0.583032490974729	0.224966093540314	-0.303304480175814	-1.40012962309701	33
PID_EPHB_FWD_PATHWAY	0.093235831809872	0.583032490974729	0.197822021315103	0.377902928550625	1.44619277666168	20
PID_FANCONI_PATHWAY	0.100917431192661	0.583032490974729	0.190023305279108	0.377659216963191	1.42046898117499	19
PID_FGF_PATHWAY	0.102888086642599	0.583032490974729	0.186432558434075	0.393476549023896	1.42536623880176	17
PID_HDAC_CLASSII_PATHWAY	0.0984682713347921	0.583032490974729	0.211400189384923	-0.36680376422496	-1.42457418991123	19
PID_LIS1_PATHWAY	0.0910407614858077	0.583032490974729	0.287805130535564	-0.446104231230325	-1.52131230069912	13
PID_CDC42_PATHWAY	0.119638826185102	0.602815922127586	0.193813302725311	-0.290325375635981	-1.34638722743588	34
PID_DELTA_NP63_PATHWAY	0.118681318681319	0.602815922127586	0.191892240384838	-0.349107378853302	-1.38957345259213	20
PID_FOXM1_PATHWAY	0.130019120458891	0.602815922127586	0.169570644405628	0.443136715330024	1.38932420056509	11
PID_RHOA_REG_PATHWAY	0.121621621621622	0.602815922127586	0.191892240384838	-0.341313121069669	-1.38028087829453	21
PID_SHP2_PATHWAY	0.126126126126126	0.602815922127586	0.188204146308491	-0.329541609684827	-1.36948696434866	24
PID_TCPTP_PATHWAY	0.126126126126126	0.602815922127586	0.188204146308491	-0.328875980045196	-1.36672078524482	24
PID_ARF6_TRAFFICKING_PATHWAY	0.140659340659341	0.605334202196984	0.175204047558551	-0.34336224480978	-1.36670574416762	20
PID_FAS_PATHWAY	0.148014440433213	0.605334202196984	0.153158808683073	0.362012539385817	1.31138806859898	17
PID_IL23_PATHWAY	0.162213740458015	0.605334202196984	0.150169802128406	0.409426564236753	1.32346146364678	12
PID_IL2_PI3K_PATHWAY	0.14336917562724	0.605334202196984	0.155241966228839	0.324943881593277	1.32798853955159	24
PID_INTEGRIN_A4B1_PATHWAY	0.15929203539823	0.605334202196984	0.16440575583821	-0.359184379406956	-1.29692823096558	16
PID_RAC1_REG_PATHWAY	0.140043763676149	0.605334202196984	0.175204047558551	-0.352578857792919	-1.36932820681777	19
PID_RB_1PATHWAY	0.152293577981651	0.605334202196984	0.152144922367565	0.319115228269126	1.33120465054661	27
PID_SMAD2_3NUCLEAR_PATHWAY	0.157894736842105	0.605334202196984	0.16823816568964	-0.271762150106201	-1.26960493194903	35
PID_PI3K_PLC_TRK_PATHWAY	0.169090909090909	0.615974025974026	0.142901149386948	0.358291857680538	1.27353928234326	16
PID_EPHRINB_REV_PATHWAY	0.175965665236052	0.626110390258509	0.153158808683073	-0.368201307545678	-1.28102909905314	14
PID_INSULIN_PATHWAY	0.184684684684685	0.630091743119266	0.153158808683073	-0.303206951217466	-1.26004715334538	24
PID_RET_PATHWAY	0.185321100917431	0.630091743119266	0.136490437780413	0.338811895711589	1.27435467398725	19
PID_AVB3_INTEGRIN_PATHWAY	0.204301075268817	0.66506520247083	0.127505315300183	0.299875877073097	1.22554001044251	24
PID_TNF_PATHWAY	0.20045045045045	0.66506520247083	0.14641623786055	-0.293863586827935	-1.22121862499395	24
PID_ARF6_PATHWAY	0.248565965583174	0.667179684494036	0.118287526124085	0.387344470540916	1.21440410658996	11
PID_ARF_3PATHWAY	0.219665271966527	0.667179684494036	0.133554954557592	-0.372028390931046	-1.24213612237731	12
PID_AR_PATHWAY	0.300884955752212	0.667179684494036	0.115240003147781	-0.245858764180883	-1.11240112093001	30
PID_AR_TF_PATHWAY	0.210762331838565	0.667179684494036	0.142056643575821	-0.268078453184431	-1.2246374578646	31
PID_ATR_PATHWAY	0.287272727272727	0.667179684494036	0.105520936843198	0.307944464982576	1.1408429910028	18
