pathway	pval	padj	log2err	ES	NES	size
PID_P73PATHWAY	0.0547169811320755	0.594877999596693	0.266350657088526	-0.415682931845286	-1.53842621702965	15
PID_PDGFRB_PATHWAY	0.0584905660377358	0.594877999596693	0.257206466468838	-0.262113049796332	-1.43713915963547	50
PID_PI3K_PLC_TRK_PATHWAY	0.0381605039768566	0.594877999596693	0.321775918075361	-0.486481290374112	-1.68625006962865	12
PID_PLK1_PATHWAY	0.187878787878788	0.594877999596693	0.142901149386948	0.366570535778311	1.24568941154293	11
PID_RAS_PATHWAY	0.188139059304703	0.594877999596693	0.143758989039275	-0.404342353681561	-1.28209183687882	10
PID_RET_PATHWAY	0.0747474747474747	0.594877999596693	0.234392647294686	0.43627466663932	1.48255977967004	11
PID_SMAD2_3NUCLEAR_PATHWAY	0.144444444444444	0.594877999596693	0.157402899305283	-0.338362693139835	-1.3592818526637	19
PID_TAP63_PATHWAY	0.087719298245614	0.594877999596693	0.211400189384923	-0.423230297015359	-1.48387561561175	13
PID_TCPTP_PATHWAY	0.0507302963842104	0.594877999596693	0.321775918075361	-0.502879122920714	-1.59453298068595	10
PID_TRKR_PATHWAY	0.164904862579281	0.594877999596693	0.157402899305283	0.314732767932059	1.33320939308184	20
PID_VEGFR1_2_PATHWAY	0.164435946462715	0.594877999596693	0.149207542435322	-0.29011511927655	-1.29443545089998	26
PID_AJDISS_2PATHWAY	0.23721881390593	0.628927573608425	0.126253987849115	0.329302682467575	1.19469516952756	13
PID_AVB3_INTEGRIN_PATHWAY	0.21881390593047	0.628927573608425	0.132147260608774	0.335360395442721	1.2166722769582	13
PID_ECADHERIN_STABILIZATION_PATHWAY	0.236401673640167	0.628927573608425	0.128142916898415	0.339076946837887	1.18096690580166	12
PID_ER_NONGENOMIC_PATHWAY	0.218867924528302	0.628927573608425	0.126253987849115	-0.325846093399897	-1.20594360364469	15
PID_INSULIN_GLUCOSE_PATHWAY	0.21010101010101	0.628927573608425	0.134273452883202	0.358837472378296	1.21941071684168	11
PID_NFAT_3PATHWAY	0.239845261121857	0.628927573608425	0.121543282035469	-0.283303093581409	-1.21059588339083	23
PID_TCR_PATHWAY	0.228962818003914	0.628927573608425	0.12563992130984	-0.245054379866875	-1.18814200868004	33
PID_NFKAPPAB_CANONICAL_PATHWAY	0.253578732106339	0.650484573664088	0.121543282035469	-0.382740791893663	-1.21359743905002	10
PID_TGFBR_PATHWAY	0.261950286806883	0.657662422196005	0.114750719227023	-0.262936623097668	-1.17317045428821	26
PID_E2F_PATHWAY	0.270955165692008	0.666098115659519	0.11378726182188	-0.331158629406697	-1.1610657803597	13
PID_ERBB4_PATHWAY	0.303435114503817	0.724038834951456	0.105125131597001	-0.327944104857972	-1.13672566775548	12
PID_PS1_PATHWAY	0.306796116504854	0.724038834951456	0.105520936843198	-0.317022550468328	-1.13124596487109	14
PID_ARF_3PATHWAY	0.403508771929825	0.756274333632824	0.0894366833718621	0.314033983637508	1.04117040107	10
PID_AR_TF_PATHWAY	0.37037037037037	0.756274333632824	0.0913924325943768	-0.262828477636801	-1.05584329259162	19
PID_BETA_CATENIN_NUC_PATHWAY	0.367924528301887	0.756274333632824	0.0928481214159878	-0.26192794554973	-1.08152280514236	21
PID_ERBB2_ERBB3_PATHWAY	0.366525423728814	0.756274333632824	0.0999276973731092	0.280762382923026	1.06375811502498	15
PID_HDAC_CLASSII_PATHWAY	0.40377358490566	0.756274333632824	0.0875697115548511	-0.278657170115023	-1.0312992505254	15
PID_HIF1_TFPATHWAY	0.380368098159509	0.756274333632824	0.0956031492204301	-0.334571280802138	-1.06086118375898	10
PID_IL1_PATHWAY	0.388548057259714	0.756274333632824	0.0943563635421779	0.283824850270778	1.02970366068539	13
PID_IL8_CXCR2_PATHWAY	0.377862595419847	0.756274333632824	0.0919686140000427	-0.299865383578994	-1.03939870647533	12
PID_PI3KCI_PATHWAY	0.379245283018868	0.756274333632824	0.0911073131586733	-0.286644265427662	-1.06085917681905	15
PID_SHP2_PATHWAY	0.335249042145594	0.756274333632824	0.0992333343771191	-0.288267398443096	-1.09649640197656	16
PID_THROMBIN_PAR1_PATHWAY	0.354477611940299	0.756274333632824	0.0943563635421779	-0.276449463671444	-1.09051097086846	18
PID_TNF_PATHWAY	0.391136801541426	0.756274333632824	0.0905428948469474	-0.25062738505858	-1.05756886451452	22
PID_TXA2PATHWAY	0.402697495183044	0.756274333632824	0.0888945288620449	-0.248145606259103	-1.04709653729327	22
PID_FGF_PATHWAY	0.428007889546351	0.789139546351085	0.086794975677172	-0.306904204708553	-1.01664392985129	11
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.441422594142259	0.789210092557373	0.0883594442500905	0.28626023737538	0.997012241439339	12
PID_RB_1PATHWAY	0.438697318007663	0.789210092557373	0.0838361057159929	-0.265545650318355	-1.01006860889293	16
PID_FANCONI_PATHWAY	0.450292397660819	0.793052282447412	0.0833634065110386	0.303358023922386	1.00577457183634	10
PID_EPHB_FWD_PATHWAY	0.462135922330097	0.801941747572816	0.0817515582532145	-0.277121120740425	-0.98886388099221	14
PID_FCER1_PATHWAY	0.478260869565217	0.806211180124224	0.0833634065110386	0.224295619387955	0.972354482028658	22
PID_ILK_PATHWAY	0.477358490566038	0.806211180124224	0.0785029047348687	-0.255706968631211	-0.993168187244374	17
PID_RAC1_PATHWAY	0.48728813559322	0.809859154929577	0.0835990603684159	0.226416299022307	0.964624877492197	21
PID_IL3_PATHWAY	0.498989898989899	0.817789001122334	0.0797705918628453	0.282563676832521	0.960215145414137	11
PID_EPO_PATHWAY	0.521472392638037	0.837869822485207	0.0780892306943345	-0.297577143846217	-0.94355989050659	10
PID_MYC_REPRESS_PATHWAY	0.526819923371648	0.837869822485207	0.0741758965588009	-0.248692550630674	-0.945963672748571	16
PID_NECTIN_PATHWAY	0.532544378698225	0.837869822485207	0.0751181635276301	-0.277186311624462	-0.9182011091001	11
PID_ERBB1_DOWNSTREAM_PATHWAY	0.565815324165029	0.850198633010092	0.0718276293603809	-0.185520179095918	-0.924160024658489	36
PID_IL12_STAT4_PATHWAY	0.559386973180077	0.850198633010092	0.0711327399327894	-0.242204919134574	-0.921286360533441	16
PID_MET_PATHWAY	0.554493307839388	0.850198633010092	0.0714786287425507	-0.198174367620045	-0.936621796223458	31
PID_NETRIN_PATHWAY	0.569200779727095	0.850198633010092	0.0711327399327894	-0.258988363102475	-0.908031677895259	13
PID_ATR_PATHWAY	0.576687116564417	0.850613496932515	0.0728938564822936	0.250056483799957	0.907193561456243	13
PID_AR_PATHWAY	0.615094339622641	0.864061096136568	0.0656813601934011	-0.239919118196076	-0.887931240671806	15
PID_CASPASE_PATHWAY	0.614814814814815	0.864061096136568	0.0647943366000727	-0.219083081669471	-0.880107834512009	19
PID_GMCSF_PATHWAY	0.608333333333333	0.864061096136568	0.0711327399327894	0.227068975214132	0.884395321384733	16
PID_TRAIL_PATHWAY	0.609406952965235	0.864061096136568	0.070113215764256	-0.277349645548611	-0.879422383733639	10
PID_MAPK_TRK_PATHWAY	0.625766871165644	0.868711656441718	0.0687943095604775	0.241144047564551	0.874859647746899	13
PID_FAK_PATHWAY	0.641237113402062	0.879836969551666	0.0679922591544058	0.193767862534866	0.851605745176605	23
PID_CMYB_PATHWAY	0.693920335429769	0.930852059925093	0.0649407684612899	0.178847036108284	0.829283828504679	27
PID_ERBB1_INTERNALIZATION_PATHWAY	0.702083333333333	0.930852059925093	0.0640703750499722	0.203431831189026	0.79233263617207	16
PID_HIV_NEF_PATHWAY	0.695278969957081	0.930852059925093	0.065981614400873	0.198354252215713	0.805883923433814	18
PID_ARF6_TRAFFICKING_PATHWAY	0.811088295687885	0.942469250806466	0.0565299525056311	0.195839118156339	0.727685128078727	14
PID_ATM_PATHWAY	0.860194174757282	0.942469250806466	0.051218434854034	-0.18588531821046	-0.663303023219381	14
PID_BCR_5PATHWAY	0.87991718426501	0.942469250806466	0.0531298054705469	0.153413844508149	0.665071568137619	22
PID_CDC42_PATHWAY	0.761006289308176	0.942469250806466	0.0605092988656667	0.164669144571158	0.763543313985259	27
PID_CERAMIDE_PATHWAY	0.852551984877127	0.942469250806466	0.0503964322442957	-0.173654105160982	-0.70036907966139	20
PID_CXCR3_PATHWAY	0.889570552147239	0.942469250806466	0.0520570030732099	0.185911561873258	0.674478699247082	13
PID_CXCR4_PATHWAY	0.882692307692308	0.942469250806466	0.0495901956956338	-0.134795128716419	-0.695884346165064	40
PID_FAS_PATHWAY	0.81799591002045	0.942469250806466	0.0559428593065705	0.203436698188329	0.738059097511797	13
PID_IL2_1PATHWAY	0.832627118644068	0.942469250806466	0.0567672387487446	0.16118441853066	0.686710721137043	21
PID_IL2_STAT5_PATHWAY	0.777777777777778	0.942469250806466	0.0560595875032335	0.224575473095455	0.744573350581007	10
PID_IL6_7_PATHWAY	0.775423728813559	0.942469250806466	0.0601186142531851	0.187975403622317	0.746119111657941	17
PID_IL8_CXCR1_PATHWAY	0.807017543859649	0.942469250806466	0.0543434390269162	-0.207601787821619	-0.72786667891766	13
PID_INTEGRIN_A4B1_PATHWAY	0.901010101010101	0.942469250806466	0.0509082865515105	0.187703049031325	0.637857323137532	11
PID_LIS1_PATHWAY	0.805343511450382	0.942469250806466	0.053457214108991	-0.209122514435693	-0.724864165396627	12
PID_MYC_ACTIV_PATHWAY	0.77037037037037	0.942469250806466	0.0541200569620232	-0.191780596185113	-0.770427382724834	19
PID_P38_ALPHA_BETA_PATHWAY	0.902534113060429	0.942469250806466	0.0491927521045191	-0.179842519685039	-0.630540704417296	13
PID_P53_DOWNSTREAM_PATHWAY	0.896749521988528	0.942469250806466	0.0486034247259069	-0.141108811671203	-0.666915657345946	31
PID_P75_NTR_PATHWAY	0.771266540642722	0.942469250806466	0.0550211117163117	-0.190213943636654	-0.767157013190494	20
PID_PTP1B_PATHWAY	0.781676413255361	0.942469250806466	0.055826471778749	-0.211760316610546	-0.74244677753117	13
PID_REG_GR_PATHWAY	0.725158562367865	0.942469250806466	0.0632191170859458	0.182485316597182	0.773008605952961	20
PID_RHOA_PATHWAY	0.805660377358491	0.942469250806466	0.0529129848430583	-0.186313332567059	-0.723642674877411	17
PID_RHOA_REG_PATHWAY	0.845995893223819	0.942469250806466	0.0545680646670941	0.185674784527674	0.689917216907348	14
PID_TELOMERASE_PATHWAY	0.852551984877127	0.942469250806466	0.0503964322442957	-0.173357170043323	-0.69917150258781	20
PID_WNT_NONCANONICAL_PATHWAY	0.728033472803347	0.942469250806466	0.0625237414724762	0.231992434745628	0.808003582626111	12
PID_PI3KCI_AKT_PATHWAY	0.912065439672802	0.944067735801672	0.0509082865515105	0.180988056369001	0.656616444986042	13
PID_KIT_PATHWAY	0.940677966101695	0.965217391304348	0.0511147954416412	0.148073496765997	0.587738947426916	17
PID_SYNDECAN_2_PATHWAY	0.948875255623722	0.965235173824131	0.0490939668192139	-0.177117202238797	-0.561604583575269	10
PID_RAC1_REG_PATHWAY	0.960377358490566	0.968585711981938	0.0448645113168564	-0.136908042146072	-0.531752078424955	17
PID_HDAC_CLASSI_PATHWAY	0.969052224371373	0.969052224371373	0.0455878202571231	-0.126908852722579	-0.542300236575636	23
